AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_PCT10,A_PCT25,AM_ROUND,AM,PT10,PT25
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1015,Rehabilitation Counselors,detailed,"82,420",2.1,"46,020",0.9,"29,120","33,790","50,000",46.02,29.12,33.79
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,"344,970",0.8,"56,230",0.8,"34,580","39,810","60,000",56.23,34.58,39.81
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1019,"Counselors, All Other",detailed,"37,270",3.8,"49,770",1.5,"31,930","36,730","50,000",49.77,31.93,36.73
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1020,Social Workers,broad,"689,750",0.5,"59,440",0.4,"36,600","43,980","60,000",59.44,36.6,43.98
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1021,"Child, Family, and School Social Workers",detailed,"344,770",0.6,"56,680",0.6,"36,380","42,060","60,000",56.68,36.38,42.06
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1022,Healthcare Social Workers,detailed,"182,420",0.8,"62,760",0.5,"38,520","47,510","60,000",62.76,38.52,47.51
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1023,Mental Health and Substance Abuse Social Workers,detailed,"107,940",1.4,"60,130",0.8,"34,630","39,730","60,000",60.13,34.63,39.73
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1029,"Social Workers, All Other",detailed,"54,620",2.2,"64,360",0.5,"37,500","46,340","60,000",64.36,37.5,46.34
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1090,Miscellaneous Community and Social Service Specialists,broad,"701,240",0.5,"48,680",0.5,"29,810","35,850","50,000",48.68,29.81,35.85
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1091,Health Education Specialists,detailed,"56,190",1.5,"66,710",0.7,"37,140","45,490","70,000",66.71,37.14,45.49
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"89,920",0.5,"64,920",0.4,"38,550","46,140","60,000",64.92,38.55,46.14
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1093,Social and Human Service Assistants,detailed,"399,560",0.9,"41,600",0.6,"28,610","32,850","40,000",41.6,28.61,32.85
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1094,Community Health Workers,detailed,"61,300",2.5,"49,900",0.7,"32,180","38,010","50,000",49.9,32.18,38.01
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-1099,"Community and Social Service Specialists, All Other",detailed,"94,270",1.6,"51,620",0.7,"30,900","37,190","50,000",51.62,30.9,37.19
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2000,Religious Workers,minor,"87,890",1.5,"58,480",0.9,"30,110","38,110","60,000",58.48,30.11,38.11
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2010,Clergy,broad,"53,140",1.5,"60,180",0.8,"31,170","41,040","60,000",60.18,31.17,41.04
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2011,Clergy,detailed,"53,140",1.5,"60,180",0.8,"31,170","41,040","60,000",60.18,31.17,41.04
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2020,"Directors, Religious Activities and Education",broad,"24,030",4,"60,540",2.5,"30,150","38,060","60,000",60.54,30.15,38.06
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2021,"Directors, Religious Activities and Education",detailed,"24,030",4,"60,540",2.5,"30,150","38,060","60,000",60.54,30.15,38.06
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2090,Miscellaneous Religious Workers,broad,"10,720",5.2,"45,420",2.1,"26,880","30,790","50,000",45.42,26.88,30.79
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,21-2099,"Religious Workers, All Other",detailed,"10,720",5.2,"45,420",2.1,"26,880","30,790","50,000",45.42,26.88,30.79
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,"1,216,600",0.5,"124,540",2,"45,340","60,320","120,000",124.54,45.34,60.32
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1000,"Lawyers, Judges, and Related Workers",minor,"771,200",1,"159,710",1.8,"63,230","87,460","160,000",159.71,63.23,87.46
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1010,Lawyers and Judicial Law Clerks,broad,"722,710",1,"161,680",1.8,"64,710","90,210","160,000",161.68,64.71,90.21
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1011,Lawyers,detailed,"707,160",1,"163,770",1.8,"66,470","94,440","160,000",163.77,66.47,94.44
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1012,Judicial Law Clerks,detailed,"15,540",0.9,"66,310",1.4,"38,850","44,800","70,000",66.31,38.85,44.8
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,"48,500",2.2,"130,380",2.7,"43,280","65,240","130,000",130.38,43.28,65.24
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,"12,490",0.4,"97,250",0.8,"46,070","65,250","100,000",97.25,46.07,65.25
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,"7,780",13.6,"98,920",23.2,"33,980","48,130","100,000",98.92,33.98,48.13
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"28,230",0.5,"153,700",1.1,"46,470","86,210","150,000",153.7,46.47,86.21
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2000,Legal Support Workers,minor,"445,400",1.2,"63,640",2,"37,390","46,330","60,000",63.64,37.39,46.33
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2010,Paralegals and Legal Assistants,broad,"345,240",1.8,"62,840",2.1,"37,690","46,850","60,000",62.84,37.69,46.85
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2011,Paralegals and Legal Assistants,detailed,"345,240",1.8,"62,840",2.1,"37,690","46,850","60,000",62.84,37.69,46.85
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2090,Miscellaneous Legal Support Workers,broad,"100,160",2.2,"66,390",1.4,"36,050","43,830","70,000",66.39,36.05,43.83
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"53,680",3.8,"57,030",1.7,"34,060","40,040","60,000",57.03,34.06,40.04
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,23-2099,"Legal Support Workers, All Other",detailed,"46,480",2,"77,200",1.8,"38,950","47,000","80,000",77.2,38.95,47
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,"8,496,780",0.2,"63,240",0.5,"28,910","37,910","60,000",63.24,28.91,37.91
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1000,Postsecondary Teachers,minor,"1,380,290",0.1,"96,130",0.5,"46,100","59,980","100,000",96.13,46.1,59.98
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1010,"Business Teachers, Postsecondary",broad,"78,410",0.4,"108,060",0.7,"48,100","62,340","110,000",108.06,48.1,62.34
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1011,"Business Teachers, Postsecondary",detailed,"78,410",0.4,"108,060",0.7,"48,100","62,340","110,000",108.06,48.1,62.34
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1020,"Math and Computer Science Teachers, Postsecondary",broad,"80,430",0.3,"93,690",0.6,"47,980","61,030","90,000",93.69,47.98,61.03
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,"33,870",0.6,"98,610",0.7,"48,620","63,170","100,000",98.61,48.62,63.17
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"46,560",0.4,"90,110",0.6,"47,740","59,900","90,000",90.11,47.74,59.9
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,"42,440",0.5,"112,940",0.6,"53,480","77,800","110,000",112.94,53.48,77.8
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1031,"Architecture Teachers, Postsecondary",detailed,"6,420",1.1,"104,370",0.7,"48,900","66,270","100,000",104.37,48.9,66.27
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1032,"Engineering Teachers, Postsecondary",detailed,"36,010",0.5,"114,470",0.6,"56,860","78,570","110,000",114.47,56.86,78.57
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1040,"Life Sciences Teachers, Postsecondary",broad,"59,420",0.4,"97,650",0.6,"49,640","62,500","100,000",97.65,49.64,62.5
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,"8,240",2.1,"96,650",0.8,"48,130","65,020","100,000",96.65,48.13,65.02
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,"49,920",0.3,"97,800",0.5,"49,800","62,220","100,000",97.8,49.8,62.22
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,"1,270",3.2,"98,160",1.1,"51,840","76,550","100,000",98.16,51.84,76.55
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1050,"Physical Sciences Teachers, Postsecondary",broad,"50,900",0.2,"98,880",0.6,"50,150","63,010","100,000",98.88,50.15,63.01
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"11,150",0.6,"107,540",0.7,"50,590","64,200","110,000",107.54,50.59,64.2
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,"20,650",0.3,"95,250",0.6,"50,130","62,770","100,000",95.25,50.13,62.77
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1053,"Environmental Science Teachers, Postsecondary",detailed,"6,240",0.6,"91,450",0.6,"47,330","61,680","90,000",91.45,47.33,61.68
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,"12,860",0.4,"100,810",0.5,"50,820","63,450","100,000",100.81,50.82,63.45
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1060,"Social Sciences Teachers, Postsecondary",broad,"112,710",0.5,"94,480",0.6,"47,670","61,640","90,000",94.48,47.67,61.64
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,"4,930",0.3,"98,940",0.6,"50,920","64,400","100,000",98.94,50.92,64.4
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"9,340",0.5,"92,980",0.6,"48,280","62,360","90,000",92.98,48.28,62.36
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1063,"Economics Teachers, Postsecondary",detailed,"11,640",0.6,"122,750",0.6,"51,480","76,580","120,000",122.75,51.48,76.58
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1064,"Geography Teachers, Postsecondary",detailed,"3,340",0.6,"87,880",0.6,"49,920","63,600","90,000",87.88,49.92,63.6
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1065,"Political Science Teachers, Postsecondary",detailed,"15,190",0.7,"98,420",0.5,"49,300","62,820","100,000",98.42,49.3,62.82
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,"40,050",1.6,"88,470",0.7,"47,270","61,010","90,000",88.47,47.27,61.01
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,"12,030",0.7,"90,200",0.7,"47,990","61,320","90,000",90.2,47.99,61.32
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"16,200",1.1,"89,350",0.7,"42,080","56,760","90,000",89.35,42.08,56.76
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1070,"Health Teachers, Postsecondary",broad,"276,880",0.3,"116,780",0.6,"48,420","63,420","120,000",116.78,48.42,63.42
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,"207,700",0.4,"127,640",0.6,"48,670","64,730","130,000",127.64,48.67,64.73
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"69,190",0.8,"84,180",0.6,"47,760","61,800","80,000",84.18,47.76,61.8
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1080,"Education and Library Science Teachers, Postsecondary",broad,"62,610",0.7,"78,770",0.6,"38,710","51,480","80,000",78.77,38.71,51.48
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,"58,280",0.7,"78,540",0.6,"38,190","50,990","80,000",78.54,38.19,50.99
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1082,"Library Science Teachers, Postsecondary",detailed,"4,330",0.5,"81,720",0.6,"50,370","61,920","80,000",81.72,50.37,61.92
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,"40,780",0.6,"97,900",0.8,"41,080","56,640","100,000",97.9,41.08,56.64
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"13,900",0.9,"78,980",0.7,"40,720","51,670","80,000",78.98,40.72,51.67
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1112,"Law Teachers, Postsecondary",detailed,"14,830",1.4,"133,950",1,"43,400","62,940","130,000",133.95,43.4,62.94
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1113,"Social Work Teachers, Postsecondary",detailed,"12,050",1.1,"75,330",0.5,"40,130","51,400","80,000",75.33,40.13,51.4
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary",broad,"242,260",0.5,"88,260",0.5,"45,550","58,900","90,000",88.26,45.55,58.9
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"97,830",0.9,"93,440",0.7,"40,960","58,570","90,000",93.44,40.96,58.57
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,"27,350",0.4,"84,700",0.6,"46,930","58,520","80,000",84.7,46.93,58.52
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"57,680",0.4,"83,130",0.7,"45,980","53,460","80,000",83.13,45.98,53.46
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"19,520",0.7,"83,300",0.6,"46,420","59,250","80,000",83.3,46.42,59.25
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,"18,250",0.5,"88,640",0.6,"46,540","61,140","90,000",88.64,46.54,61.14
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"21,620",1.2,"87,100",0.7,"46,940","61,200","90,000",87.1,46.94,61.2
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1190,Miscellaneous Postsecondary Teachers,broad,"333,440",0.4,"83,240",0.6,"39,200","49,830","80,000",83.24,39.2,49.83
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,"2,420",1.2,"89,840",0.7,"47,770","58,220","90,000",89.84,47.77,58.22
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"13,400",0.8,"82,020",0.6,"39,920","52,980","80,000",82.02,39.92,52.98
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,"103,100",1,"65,500",0.6,"37,680","46,890","70,000",65.5,37.68,46.89
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-1199,"Postsecondary Teachers, All Other",detailed,"214,520",0.5,"91,760",0.7,"44,870","57,600","90,000",91.76,44.87,57.6
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",minor,"4,177,640",0.4,"65,580",0.5,"37,660","48,230","70,000",65.58,37.66,48.23
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2010,Preschool and Kindergarten Teachers,broad,"534,610",1.4,"44,540",0.8,"26,690","29,700","40,000",44.54,26.69,29.7
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,"415,360",1.8,"38,640",0.9,"23,920","28,870","40,000",38.64,23.92,28.87
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,"119,250",1.2,"65,120",0.8,"40,620","48,550","70,000",65.12,40.62,48.55
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2020,Elementary and Middle School Teachers,broad,"2,016,430",0.5,"67,930",0.5,"45,620","49,170","70,000",67.93,45.62,49.17
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,"1,394,200",0.7,"68,000",0.6,"45,470","49,120","70,000",68,45.47,49.12
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"611,120",1.6,"67,790",0.7,"45,910","49,320","70,000",67.79,45.91,49.32
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2023,"Career/Technical Education Teachers, Middle School",detailed,"11,110",2.8,"67,680",1,"46,790","51,630","70,000",67.68,46.79,51.63
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2030,Secondary School Teachers,broad,"1,130,370",1.1,"69,330",0.6,"46,550","50,210","70,000",69.33,46.55,50.21
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"1,042,090",1.2,"69,480",0.6,"46,480","50,090","70,000",69.48,46.48,50.09
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"88,280",1.6,"67,610",0.9,"47,250","51,340","70,000",67.61,47.25,51.34
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2050,Special Education Teachers,broad,"496,220",0.7,"70,110",0.5,"45,780","50,870","70,000",70.11,45.78,50.87
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2051,"Special Education Teachers, Preschool",detailed,"22,970",5.4,"69,620",1.1,"38,020","48,760","70,000",69.62,38.02,48.76
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"195,010",1.3,"68,580",0.7,"45,730","50,450","70,000",68.58,45.73,50.45
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,"82,970",2.4,"69,530",0.9,"46,220","50,920","70,000",69.53,46.22,50.92
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2058,"Special Education Teachers, Secondary School",detailed,"152,490",1.5,"71,290",0.7,"46,880","51,870","70,000",71.29,46.88,51.87
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-2059,"Special Education Teachers, All Other",detailed,"42,780",3.4,"74,310",1.6,"38,680","50,730","70,000",74.31,38.68,50.73
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3000,Other Teachers and Instructors,minor,"977,300",0.9,"48,700",0.6,"23,960","29,980","50,000",48.7,23.96,29.98
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",broad,"36,490",2.4,"63,130",0.9,"36,970","46,320","60,000",63.13,36.97,46.32
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,"36,490",2.4,"63,130",0.9,"36,970","46,320","60,000",63.13,36.97,46.32
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3020,Self-Enrichment Teachers,broad,"248,150",1.1,"50,320",1,"26,290","31,230","50,000",50.32,26.29,31.23
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,"248,150",1.1,"50,320",1,"26,290","31,230","50,000",50.32,26.29,31.23
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3030,"Substitute Teachers, Short-Term",broad,"397,200",1.9,"42,680",0.8,"22,850","28,460","40,000",42.68,22.85,28.46
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3031,"Substitute Teachers, Short-Term",detailed,"397,200",1.9,"42,680",0.8,"22,850","28,460","40,000",42.68,22.85,28.46
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3040,Tutors,broad,"174,980",1.9,"44,820",1.5,"26,040","30,220","40,000",44.82,26.04,30.22
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3041,Tutors,detailed,"174,980",1.9,"44,820",1.5,"26,040","30,220","40,000",44.82,26.04,30.22
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3090,Miscellaneous Teachers and Instructors,broad,"120,480",1.6,"66,450",0.8,"30,230","45,170","70,000",66.45,30.23,45.17
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-3099,"Teachers and Instructors, All Other",detailed,"120,480",1.6,"66,450",0.8,"30,230","45,170","70,000",66.45,30.23,45.17
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4000,"Librarians, Curators, and Archivists",minor,"236,090",0.8,"56,750",0.5,"29,440","37,720","60,000",56.75,29.44,37.72
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4010,"Archivists, Curators, and Museum Technicians",broad,"31,080",1.2,"60,900",1.4,"31,820","40,460","60,000",60.9,31.82,40.46
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4011,Archivists,detailed,"7,230",3.2,"63,980",1.3,"35,310","45,390","60,000",63.98,35.31,45.39
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,"11,620",1.6,"67,490",2.7,"36,320","46,170","70,000",67.49,36.32,46.17
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4013,Museum Technicians and Conservators,detailed,"12,240",1.9,"52,820",1,"29,640","36,320","50,000",52.82,29.64,36.32
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4020,Librarians and Media Collections Specialists,broad,"131,680",0.8,"64,770",0.5,"36,260","48,300","60,000",64.77,36.26,48.3
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,"131,680",0.8,"64,770",0.5,"36,260","48,300","60,000",64.77,36.26,48.3
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4030,Library Technicians,broad,"73,330",1.5,"40,590",0.5,"25,730","30,400","40,000",40.59,25.73,30.4
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,"73,330",1.5,"40,590",0.5,"25,730","30,400","40,000",40.59,25.73,30.4
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9020,Farm and Home Management Educators,broad,"8,220",2.7,"58,450",2.1,"31,080","39,070","60,000",58.45,31.08,39.07
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9021,Farm and Home Management Educators,detailed,"8,220",2.7,"58,450",2.1,"31,080","39,070","60,000",58.45,31.08,39.07
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9030,Instructional Coordinators,broad,"198,660",0.8,"73,080",0.7,"42,000","52,140","70,000",73.08,42,52.14
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,"198,660",0.8,"73,080",0.7,"42,000","52,140","70,000",73.08,42,52.14
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9090,Miscellaneous Educational Instruction and Library Workers,broad,"129,170",1.1,"52,250",0.9,"26,520","32,330","50,000",52.25,26.52,32.33
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,25-9099,"Educational Instruction and Library Workers, All Other",detailed,"129,170",1.1,"52,250",0.9,"26,520","32,330","50,000",52.25,26.52,32.33
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"2,063,380",0.5,"76,500",1,"30,410","38,690","80,000",76.5,30.41,38.69
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1000,Art and Design Workers,minor,"678,620",0.7,"65,180",1.5,"30,080","36,340","70,000",65.18,30.08,36.34
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1010,Artists and Related Workers,broad,"114,810",3.1,"108,050",1.4,"41,830","62,460","110,000",108.05,41.83,62.46
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1011,Art Directors,detailed,"54,470",3.3,"124,310",1.1,"57,820","77,220","120,000",124.31,57.82,77.22
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1012,Craft Artists,detailed,"4,760",5.8,"49,180",2.3,"23,220","30,620","50,000",49.18,23.22,30.62
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"12,080",13.4,"69,870",7.4,"28,440","38,760","70,000",69.87,28.44,38.76
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1014,Special Effects Artists and Animators,detailed,"35,990",9.5,"111,130",2.2,"52,660","67,900","110,000",111.13,52.66,67.9
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1019,"Artists and Related Workers, All Other",detailed,"7,510",6.6,"74,130",2.6,"27,310","37,030","70,000",74.13,27.31,37.03
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1020,Designers,broad,"563,810",1.1,"56,450",1.1,"29,720","35,170","60,000",56.45,29.72,35.17
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1021,Commercial and Industrial Designers,detailed,"30,450",2.4,"81,740",1.5,"43,680","58,170","80,000",81.74,43.68,58.17
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1022,Fashion Designers,detailed,"20,560",4.5,"85,760",2.3,"34,660","52,840","90,000",85.76,34.66,52.84
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1023,Floral Designers,detailed,"42,840",2.3,"34,310",0.7,"23,540","28,590","30,000",34.31,23.54,28.59
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1024,Graphic Designers,detailed,"211,890",0.8,"64,500",1.2,"35,430","44,350","60,000",64.5,35.43,44.35
99,U.S.,1,US,0,Cross-industry,cross-industry,1235,27-1025,Interior Designers,detailed,"64,290",1.7,"67,460",0.9,"36,610","47,590","70,000",67.46,36.61,47.59
